"Código SIGEP","Nombre de la entidad","Nit","Orden","Suborden","Código DIVIPOLA Departamento","Departamento","Código DIVIPOLA Municipio ","Municipio","Clasificación Orgánica","Sector","Nivel","Tipo de Vinculacíon ","Naturaleza jurídica ","Longitud","Latitud","Año","Trimestre","Fuente","Tipo nombramiento: Asesor","Tipo nombramiento: Profesional","Tipo nombramiento: Técnico","Tipo nombramiento: Directivo","Tipo nombramiento: Asistencial","Tipo nombramiento: Otro","Tipo nombramiento: Provisional","Tipo nombramiento: Libre Nombramiento Y Remoción","Tipo nombramiento: Temporal","Tipo nombramiento: Trabajador Oficial","Tipo nombramiento: Escalafonado En Carrera","Tipo nombramiento: Elección Popular","Tipo nombramiento: Periodo Fijo","Tipo nombramiento: Periodo De Prueba","Edad: Menor o igual a 29","Edad: 30-39","Edad: 40-49","Edad: 50-62","Edad: 63 y más","Edad: No reporta","Sexo: Hombre","Sexo: Mujer","Estado civil: Casado/a","Estado civil: Soltero/a","Estado civil: Unión Libre","Estado civil: Divorciado/a","Estado civil: Viudo/a","Estado civil: No reporta","Tipo de discapacidad: Intelectual","Tipo de discapacidad: Fisica","Tipo de discapacidad: Visual","Tipo de discapacidad: Psicosocial","Tipo de discapacidad: Múltiple","Tipo de discapacidad: Auditiva","Tipo de discapacidad: Otra","Salario mensual promedio","Nivel educativo: Primaria","Nivel educativo: Secundaria","Nivel educativo: Técnico - Tecnólogo","Nivel educativo: Profesional","Nivel educativo: Especialización","Nivel educativo: Maestría","Nivel educativo: Doctorado","Nivel educativo: No reporta","Número hijos: 0","Número hijos: 1","Número hijos: 2","Número hijos: 3","Número hijos: 4 o más","Número hijos: No reporta","Vinculados","meta_vinculacion","cumplimiento"
"1276","ALCALDIA DE YARUMAL","890980096","TERRITORIAL","MUNICIPAL","05","ANTIOQUIA","05887","YARUMAL","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-75,419069","6,961969","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","12","0","10","0","30","1","Cumple"
"1282","ALCALDIA DE ZAPAYAN","819003760","TERRITORIAL","MUNICIPAL","47","MAGDALENA","47960","ZAPAYÁN","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-74,717007","10,170326","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","6","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","2","4","0","0","0","10","2","28","1","Cumple"
"2884","REDSALUD ARMENIA","801001440","TERRITORIAL","MUNICIPAL","63","QUINDÍO","63001","ARMENIA","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO","-75,675689","4,535","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","270","80","0","0","0","0","0","0","0","0","0","0","0","105","0","25","0","0","0","0","0","0","0","0","0","0","0","80","60","150","60","0","5","355","3","Cumple"
"3045","CLINICA DE MATERNIDAD RAFAEL CALVO C.","806001061","TERRITORIAL","DISTRITAL","13","BOLÍVAR","13001","CARTAGENA DE INDIAS","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO","-75,479426","10,391049","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","5","105","10","0","0","0","0","0","0","0","0","0","0","0","115","0","0","0","0","0","0","0","0","0","0","0","0","0","150","0","0","0","0","0","150","8","Cumple"
"3124","HOSPITAL  MARIA AUXILIADORA  -CHIGORODO","890980997","TERRITORIAL","MUNICIPAL","05","ANTIOQUIA","05172","CHIGORODÓ","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO","-76,67749","7,665099","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","4","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","4","18","2","Cumple"
"3202","HOSPITAL  SAN JOSE  -SAN JOSE DEL GUAVIARE","832001966","TERRITORIAL","MUNICIPAL","95","GUAVIARE","95001","SAN JOSÉ DEL GUAVIARE","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO","-72,641727","2,568549","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","20","0","0","0","0","0","0","0","0","0","12","0","0","38","0","0","0","0","0","0","0","0","0","0","0","0","16","2","0","12","0","4","8","52","3","Cumple"
"3237","HOSPITAL  SAN MARTIN  -SAN MARTIN","892000458","TERRITORIAL","MUNICIPAL","50","META","50689","SAN MARTÍN","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO","-73,697308","3,698492","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","21","1","Cumple"
"3387","HOSPITAL SAN JUAN BAUTISTA DE CHAPARRAL","890701459","TERRITORIAL","DEPARTAMENTAL","73","TOLIMA","73168","CHAPARRAL","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO","-75,483979","3,723827","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","3","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","15","0","21","2","Cumple"
"3636","HOSPITAL UNIVERSITARIO  SAN JOSE  - POPAYAN","891580002","TERRITORIAL","MUNICIPAL","19","CAUCA","19001","POPAYÁN","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO","-76,614739","2,444814","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84","0","0","0","0","0","0","0","0","0","0","0","0","56","0","0","0","0","0","0","0","0","0","0","0","0","0","12","24","36","12","0","0","84","3","Cumple"
"4564","INSTITUTO DE CAMINOS Y CONSTRUCCIONES DE CUNDINAMARCA","900258711","TERRITORIAL","DEPARTAMENTAL","11","BOGOTÁ, D.C.","11001","BOGOTÁ, D.C.","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","NO APLICA","ESTABLECIMIENTO PÚBLICO","-74,072092","4,710989","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","112","56","0","56","0","0","0","0","0","0","0","0","0","96","0","0","96","0","0","0","0","0","0","0","0","0","0","0","0","96","0","0","0","0","32","32","224","2","Cumple"
"4571","INSTITUTO DE TRANSITO DE BOYACA","891801069","TERRITORIAL","DEPARTAMENTAL","15","BOYACÁ","15001","TUNJA","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO","-73,357557","5,544642","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","3","0","0","9","1","Cumple"
"4649","INSTITUTO FINANCIERO DEL HUILA -  INFIHUILA","891180213","TERRITORIAL","MUNICIPAL","41","HUILA","41001","NEIVA","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","NO APLICA","ESTABLECIMIENTO PÚBLICO","-75,2809","2,934484","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","18","NULL","Cumple"
"5291","CAJA PROMOTORA DE VIVIENDA MILITAR Y DE POLICIA","860021967","NACIONAL","NO APLICA","11","BOGOTÁ, D.C.","11001","BOGOTÁ, D.C.","RAMA EJECUTIVA","DEFENSA","DESCENTRALIZADO","VINCULADAS","EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO","-74,072092","4,710989","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70","320","310","320","0","0","0","0","0","0","0","0","0","0","0","0","370","0","180","0","0","0","0","0","0","0","0","0","0","0","570","180","240","0","0","30","1,020","6","Cumple"
"8114","DIRECCIÓN DE VETERANOS Y REHABÍLÍTACIÓN INCLUSIVA","900894833","NACIONAL","NO APLICA","11","BOGOTÁ, D.C.","11001","BOGOTÁ, D.C.","RAMA EJECUTIVA","DEFENSA","NO APLICA","ADSCRITAS","ESPECIAL","-74,072092","4,710989","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","3","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","0","18","0","0","42","3","Cumple"
"8345","FONDO DE DESARROLLO LOCAL CANDELARIA BOGOTA","NULL","TERRITORIAL","DISTRITAL","11","BOGOTÁ, D.C.","11001","BOGOTÁ, D.C.","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","FONDO CUENTA CON PERSONERÍA JURÍDICA","-74,072092","4,710989","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","NULL","Cumple"
"0041","ALCALDIA DE PALMAR DE VARELA ATLANTICO","800068444","TERRITORIAL","MUNICIPAL","08","ATLÁNTICO","08520","PALMAR DE VARELA","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-74,755272","10,74044","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","7","0","0","0","14","1","Cumple"
"0179","ALCALDIA DE CALDAS","890980447","TERRITORIAL","MUNICIPAL","05","ANTIOQUIA","05129","CALDAS","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-75,633347","6,094317","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","2","0","0","0","0","10","2","Cumple"
"0204","ALCALDIA DE CARTAGO","891900493","TERRITORIAL","MUNICIPAL","76","VALLE DEL CAUCA","76147","CARTAGO","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-75,8855022245483","4,75431596101454","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","21","24","12","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","36","0","0","0","24","0","60","NULL","Cumple"
"0217","ALCALDIA DE CHIGORODO","890980998","TERRITORIAL","MUNICIPAL","05","ANTIOQUIA","05172","CHIGORODÓ","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-76,67749","7,665099","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","6","6","6","0","0","0","0","0","0","0","0","3","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","3","18","0","0","0","3","0","21","2","Cumple"
"0287","ALCALDIA DE CORINTO","891501283","TERRITORIAL","MUNICIPAL","19","CAUCA","19212","CORINTO","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-76,258802","3,174159","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","4","1","Cumple"
"0410","ALCALDIA DE JESUS MARIA","890210946","TERRITORIAL","MUNICIPAL","68","SANTANDER","68368","JESÚS MARÍA","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-73,782881","5,876811","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","3","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","9","1","Cumple"
"0520","ALCALDIA DE DURANIA","800099237","TERRITORIAL","MUNICIPAL","54","NORTE DE SANTANDER","54239","DURANIA","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-72,656219","7,714685","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","2","1","Cumple"
"0542","ALCALDIA DE EL ESPINAL","890702027","TERRITORIAL","MUNICIPAL","73","TOLIMA","73268","ESPINAL","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-74,884341","4,149819","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","15","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","5","10","0","0","5","40","2","Cumple"
"0696","ALCALDIA DE LA MONTAÑITA","800095770","TERRITORIAL","MUNICIPAL","18","CAQUETÁ","18410","LA MONTAÑITA","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-75,43724","1,47888","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","5","0","0","0","0","30","1","Cumple"
"0763","ALCALDIA DE MEDIO ATRATO","818000941","TERRITORIAL","MUNICIPAL","27","CHOCÓ","27425","MEDIO ATRATO","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-76,733652","5,989716","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","5","0","5","1","Cumple"
"1150","ALCALDIA DE SUCRE - CAUCA","817003440","TERRITORIAL","MUNICIPAL","19","CAUCA","19785","SUCRE","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-76,553","2,0215","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","14","1","Cumple"
"1292","AREA METROPOLITANA DE CUCUTA","800153197","TERRITORIAL","DEPARTAMENTAL","54","NORTE DE SANTANDER","54001","SAN JOSÉ DE CÚCUTA","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","NO APLICA","ÁREA METROPOLITANA","-72,49669","7,889097","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52","0","24","0","0","0","0","0","0","0","0","30","0","0","66","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","6","12","76","1","Cumple"
"2739","DIRECCION DE TRANSITO DE BUCARAMANGA","890204109","TERRITORIAL","MUNICIPAL","68","SANTANDER","68001","BUCARAMANGA","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO","-73,122742","7,119349","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","42","63","0","0","0","0","0","0","0","0","0","9","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","9","30","0","18","36","3","6","108","NULL","Cumple"
"3057","EMPRESA SOCIAL DEL ESTADO DEL META SOLUCION SALUD","822006595","TERRITORIAL","MUNICIPAL","50","META","50001","VILLAVICENCIO","RAMA EJECUTIVA","SALUD Y PROTECCIÓN SOCIAL","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO","-73,63769","4,151382","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","14","8","Cumple"
"3208","HOSPITAL  SAN JUAN DE DIOS - PUERTO CARREÑO","842000004","TERRITORIAL","MUNICIPAL","99","VICHADA","99001","PUERTO CARREÑO","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO","-67,488462","6,184766","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","8","16","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","4","30","2","Cumple"
"3404","HOSPITAL HELI MORENO BLANCO  - PAILITAS","800026173","TERRITORIAL","MUNICIPAL","20","CESAR","20517","PAILITAS","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO","-73,626268","8,959667","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","80","0","0","0","0","0","0","0","0","0","30","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","5","35","0","0","10","15","115","1","Cumple"
"3511","EMPRESA SOCIAL DEL ESTADO REGIÓN DE SALUD MEDINA","892001990","TERRITORIAL","MUNICIPAL","25","CUNDINAMARCA","25438","MEDINA","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO","-73,349853","4,508399","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","1","Cumple"
"3553","HOSPITAL ROSARIO PUMAREJO DE LOPEZ","892399994","TERRITORIAL","MUNICIPAL","20","CESAR","20001","VALLEDUPAR","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO","-73,243633","10,474245","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","15","40","80","160","0","0","0","0","0","0","0","0","0","0","0","110","0","20","0","0","0","0","0","0","0","0","0","0","15","50","0","70","90","25","40","315","1","Cumple"
"3603","HOSPITAL SAN RAFAEL DE CONCEPCION","890203551","TERRITORIAL","MUNICIPAL","68","SANTANDER","68207","CONCEPCIÓN","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO","-72,694494","6,769822","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","35","1","Cumple"
"4025","EMPRESA DE SERVICIOS PUBLICOS DEL META S.A. .","822006587","TERRITORIAL","DEPARTAMENTAL","50","META","50001","VILLAVICENCIO","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL","-73,63769","4,151382","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","0","0","7","49","1","Cumple"
"4111","EMPRESAS VARIAS DE CAICEDONIA E.V.C","821001448","TERRITORIAL","MUNICIPAL","76","VALLE DEL CAUCA","76122","CAICEDONIA","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL","-75,827107","4,332913","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","21","1","Cumple"
"4378","FONDO ROTATORIO MUNICIPAL DE VALORIZACION DE SINCELEJO - FOMVAS -","823002933","TERRITORIAL","MUNICIPAL","70","SUCRE","70001","SINCELEJO","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO","-75,390557","9,304577","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","156","0","84","168","0","0","0","0","0","0","0","0","0","60","0","0","300","0","0","0","0","0","0","0","0","0","0","0","0","60","180","0","72","0","12","24","408","1","Cumple"
"4395","GOBERNACION DE CORDOBA","800103935","TERRITORIAL","DEPARTAMENTAL","23","CÓRDOBA","23001","MONTERÍA","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","GOBERNACIÓN","-75,878535","8,750983","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93","537","657","1677","561","0","0","0","0","0","0","0","0","0","0","0","1851","0","15","0","0","0","0","0","0","0","0","0","0","3","1923","18","54","108","492","9","3,525","18","Cumple"
"4495","INDUSTRIA LICORERA DEL CAUCA","891500719","TERRITORIAL","MUNICIPAL","19","CAUCA","19001","POPAYÁN","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO","-76,614739","2,444814","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","4","3","Cumple"
"4888","PERSONERIA DISTRITAL DE BARRANQUILLA, DISTRITO ESP, INDUSTRIAL Y PORTUARIO","NULL","TERRITORIAL","DISTRITAL","08","ATLÁNTICO","08001","BARRANQUILLA","ORGANOS DE CONTROL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA DISTRITAL","-74,806981","11,004107","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77","77","0","0","0","0","0","0","0","0","0","0","0","0","154","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","132","0","0","11","154","1","Cumple"
"5258","UNIVERSIDAD MILITAR NUEVA GRANADA","800225340","NACIONAL","NO APLICA","11","BOGOTÁ, D.C.","11001","BOGOTÁ, D.C.","ORGANOS AUTÓNOMOS","EDUCACIÓN","NO APLICA","NO APLICA","ENTE UNIVERSITARIO AUTÓNOMO","-74,072092","4,710989","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","24","38","7","0","0","0","0","0","0","0","0","0","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","56","11","25","6","0","1","99","23","Cumple"
"5396","REGISTRADURIA NACIONAL DEL ESTADO CIVIL","899999040","NACIONAL","NO APLICA","11","BOGOTÁ, D.C.","11001","BOGOTÁ, D.C.","ORGANIZACIÓN ELECTORAL","NO APLICA","NO APLICA","NO APLICA","REGISTRADORA NACIONAL","-74,072092","4,710989","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","39","24","54","16","0","0","0","0","0","0","0","0","0","3","0","58","0","14","0","0","0","0","0","0","0","0","0","0","0","151","0","13","0","0","2","166","18","Cumple"
"6128","SECRETARIA DISTRITAL DE INTEGRACION SOCIAL","899999061","TERRITORIAL","DISTRITAL","11","BOGOTÁ, D.C.","11001","BOGOTÁ, D.C.","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","SECRETARIA DE DESPACHO","-74,072092","4,710989","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","278","111","147","174","11","0","24","33","0","0","0","0","0","144","17","0","114","0","14","0","0","0","0","0","0","0","0","0","0","143","146","79","60","25","48","59","721","27","Cumple"
"6133","SECRETARIA DISTRITAL DE PLANEACION","899999061","TERRITORIAL","DISTRITAL","11","BOGOTÁ, D.C.","11001","BOGOTÁ, D.C.","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","SECRETARIA DE DESPACHO","-74,072092","4,710989","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","27","54","59","5","0","12","18","0","0","0","0","0","6","0","0","7","0","8","3","0","0","0","0","0","0","0","0","0","6","54","64","22","7","2","5","170","12","Cumple"
"6238","UNIVERSIDAD DEL MAGDALENA","891780111","TERRITORIAL","DEPARTAMENTAL","47","MAGDALENA","47001","SANTA MARTA","ORGANOS AUTÓNOMOS","NO APLICA","NO APLICA","NO APLICA","ENTE UNIVERSITARIO AUTÓNOMO","-74,211023","11,240355","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","180","264","192","93","48","0","0","0","0","0","0","0","0","279","9","0","306","0","12","0","0","0","0","0","0","0","0","0","0","273","36","21","0","0","84","99","777","18","Cumple"
"8114","DIRECCIÓN DE VETERANOS Y REHABÍLÍTACIÓN INCLUSIVA","900894833","NACIONAL","NO APLICA","11","BOGOTÁ, D.C.","11001","BOGOTÁ, D.C.","RAMA EJECUTIVA","DEFENSA","NO APLICA","ADSCRITAS","ESPECIAL","-74,072092","4,710989","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54","9","0","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72","0","0","54","0","0","126","3","Cumple"
"8334","FONDO DE DESARROLLO LOCAL TUNJUELITO BOGOTA","NULL","TERRITORIAL","DISTRITAL","11","BOGOTÁ, D.C.","11001","BOGOTÁ, D.C.","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","FONDO CUENTA CON PERSONERÍA JURÍDICA","-74,072092","4,710989","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","Cumple"
"8336","FONDO DE DESARROLLO LOCAL KENNEDY BOGOTA","NULL","TERRITORIAL","DISTRITAL","11","BOGOTÁ, D.C.","11001","BOGOTÁ, D.C.","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","FONDO CUENTA CON PERSONERÍA JURÍDICA","-74,072092","4,710989","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","18","2","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","2","24","1","Cumple"
"8542","RESGUARDO INDIGENA DE FUNES","NULL","TERRITORIAL","RESGUARDO INDÍGENA","52","NARIÑO","52287","FUNES","No Aplica","NO APLICA","NO APLICA","NO APLICA","ESPECIAL","-77,448926","1,001167","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","0","24","1","Cumple"
